ids,text,aspect,sentiment,entity,attribute
307:5,easi type feel great besid ad featur keyboard light,KEYBOARD#QUALITY,positive,KEYBOARD,QUALITY
40:0,let get way love appl,COMPANY#GENERAL,positive,COMPANY,GENERAL
B00KMRGF28_78_AX6U6FG5HD88L:0,great laptop price,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
294:2,real stand comput feel keyboard speed,KEYBOARD#QUALITY,positive,KEYBOARD,QUALITY
B00KMRGF28_181_A3EWXJNJTBYTQM:1,work realli slowwwwww,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
B00AH4A950_15_A7XMOAALJQNFP:0,bad,LAPTOP#GENERAL,neutral,LAPTOP,GENERAL
B00KMRGF28_54_A3ODG9PLY4Z27Y:0,thing run smoothli price batteri life seem go forev,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
343:1,final decid laptop right price need,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00D7Z84OY_3_A3Q8WSIN4LWVLK:8,touchpad soooooooooo big whenev type palm touch part cursor goe somewher els realli annoy,MOUSE#DESIGN_FEATURES,negative,MOUSE,DESIGN_FEATURES
53:3,repair make quickli though must say howev second time ship incorrect address take nearli week get,SUPPORT#QUALITY,positive,SUPPORT,QUALITY
185:1,happy servic product,SUPPORT#QUALITY,positive,SUPPORT,QUALITY
196:2,recent safari internet browser freak use firefox instead,SOFTWARE#OPERATION_PERFORMANCE,negative,SOFTWARE,OPERATION_PERFORMANCE
B00KMRGF28_278_ARETX4KDPRVUN:1,good basic stuff,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
36:7,mani thing wrong product make want set self fire,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
310:5,think laptop would heartili recommend theappl macbook pro notebook comput zj notebook need,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
386:1,right size weight portabl,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
76:1,batteri realli long,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
317:3,processor scream uniqu way appl osx function graphic rout hardwar rather softwar,OS#OPERATION_PERFORMANCE,positive,OS,OPERATION_PERFORMANCE
B0096VDM8G_57_A2MZ152WGRBXCC:3,wonder that appl way say time get new great laptop year lol,COMPANY#GENERAL,neutral,COMPANY,GENERAL
79:8,get comput portabl fast process,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
43:3,would recommend product anyon,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
338:0,happi product purchas,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
85:10,love appl quick easi use,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00D7Z84OY_19_A2KZTN24NDPI8P:1,experienc system littl slower expect,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
285:3,perfect trifecta,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
152:0,toshiba satellit laptop design fail,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B0096VDM8G_5_A2Q6ZHSO5QDPRQ:6,hardwar issu common appl product,HARDWARE#GENERAL,positive,HARDWARE,GENERAL
252:1,high price tag howev,LAPTOP#PRICE,negative,LAPTOP,PRICE
B00KB3MXH4_10_A32154TIUMUEBZ:1,fast would like everyth el great,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00FU83YWS_65_A1KQSBBXF0PT6J:2,keyboard sound great matt screen work well,KEYBOARD#GENERAL,positive,KEYBOARD,GENERAL
150:3,switch top need memor key combin rather flick switch,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
B00KMRGF28_184_A12IPRD9B0KX9P:7,want game thing handl leagu legend medium low set certainli recommend game,LAPTOP#MISCELLANEOUS,negative,LAPTOP,MISCELLANEOUS
50:6,v spend much ship would buy new netbook cours differ brand,COMPANY#GENERAL,negative,COMPANY,GENERAL
93:8,guarante last dell ever purcha,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00KMRGF28_349_AHASB3H3S2SRN:0,laptop complet cheap junk,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
B00AH4A950_4_A37JIQH129VLKR:3,laptop automat shut batteri life reach,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_163_A2D8S1LRNDVO7T:1,cd unit anyway thing laptop ethernet port cabl connect,LAPTOP#CONNECTIVITY,negative,LAPTOP,CONNECTIVITY
B00FU83YWS_216_A1GXCL1890WK2K:5,also touchpad almost sticki kind defeat purpos touchpad,MOUSE#OPERATION_PERFORMANCE,negative,MOUSE,OPERATION_PERFORMANCE
B00KMRGF28_113_A3PN08FRAUVISF:3,would buy,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
256:6,love never comput impress lot laptop desktop one far good one ever,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B0096VDM8G_22_AFFVUIIK2NR27:1,retina great amazingli fast boot ssd storag clariti screen amaz well,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
334:2,defect softwar,SOFTWARE#QUALITY,negative,SOFTWARE,QUALITY
B0096VDM8G_41_A3NKYLRUY6OC62:0,wonder super fast lightweight comput,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
374:7,honest think faulti equip someth idk,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
280:0,previou laptop pc still mac osx clean smooth oper system,OS#DESIGN_FEATURES,positive,OS,DESIGN_FEATURES
B00KMRGF28_365_A2PNKW6SVO157M:0,budget save long,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
351:1,he design forc place variou connect around comput leave right front,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
B00KMRGF28_314_APXO9NLLX6Q8X:1,thing insert cd open,OPTICAL_DRIVES#QUALITY,negative,OPTICAL_DRIVES,QUALITY
50:6,v spend much ship would buy new netbook cours differ brand,SHIPPING#PRICE,negative,SHIPPING,PRICE
122:8,say videocard,GRAPHICS#GENERAL,negative,GRAPHICS,GENERAL
135:1,buy,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
154:10,extern key keyboard fall use paint rub button mous pad heal hand sit screen terribl glare,KEYBOARD#QUALITY,negative,KEYBOARD,QUALITY
B00FU83YWS_213_A3BFZ9CMLQWKV9:2,use anywher,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
319:4,bodi bit cheapli make interest see long hold,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
B00AH4A950_2_A2ST2XNUI1FB38:0,awesom laptop,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00FU83YWS_10_A1RQMWLGV6X4PV:0,work good seem like make sturdi,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B0096VDM8G_53_A13B85KZRCDWJZ:1,also glad do not get hot left extend period time,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
B00FU83YWS_5_A32LJA5R33Y631:4,slow might problemat,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_221_A4YVKTRE1Z1OU:7,lemon,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
81:0,good keyboard long batteri life large hard drive window,OS#GENERAL,positive,OS,GENERAL
339:1,easi carri take anywher hook printer headset,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
B00FU83YWS_219_A1Y4ZXHXI6KT7B:1,everyth need,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
314:1,let tell machin great,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
214:0,buy netbook travel great light function meet need,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
236:0,first time mac buyer amaz featur eas use mac offer,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
102:4,use cool pad help,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
B00KMRGF28_109_A1EUFUJPPD4V05:0,immedi like track button,MOUSE#GENERAL,negative,MOUSE,GENERAL
213:6,english must third fourth languag,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
B00KMRGF28_214_A1PS6GRSMNBXBJ:3,minth far shut complet time,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
B00FU83YWS_201_A14L9PF5EWEZUN:2,keyboard littl wonki use function button get f key infrequ use non issu,KEYBOARD#USABILITY,neutral,KEYBOARD,USABILITY
B00D7Z84OY_46_A1P70MSK0HHO7K:3,laptop responsic core processor gb ram sound beat audio great,MEMORY#DESIGN_FEATURES,positive,MEMORY,DESIGN_FEATURES
B00D7Z84OY_17_A3MAL5JLTCZKLO:0,great game,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
189:3,great hardli ever take hand,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B0096VDM8G_56_A2VQJTD3UB6YZ9:5,ye ridicul fast,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
220:3,overal feel netbook poor qualiti poor perform although great batteri life work,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
393:3,screen nice imag come clear keyboard fit feel right,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
39:11,would recommend laptop anyon look get new laptop will spend littl money get great qualiti,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
40:10,would definit reccomend market easi use stylish fun awesom comput,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
105:5,go silent,MOTHERBOARD#QUALITY,negative,MOTHERBOARD,QUALITY
351:4,love window give toshiba credit unless get seriou ergonom make requir connect less obtrus look differ manufactur next time,COMPANY#GENERAL,negative,COMPANY,GENERAL
160:2,friend report notebook astonish perform pictur qualiti eas use,DISPLAY#QUALITY,positive,DISPLAY,QUALITY
B00KMRGF28_310_A1PZTEOLNEN3ER:1,return two day later,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00D7Z84OY_48_A2XVST4DRWHUO2:0,love laptop,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
189:5,get christma excit set,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
64:2,wifi weak,LAPTOP#CONNECTIVITY,negative,LAPTOP,CONNECTIVITY
170:3,much worth price pay,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
303:2,need one abl carri work everyday one seem fit criterion,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
286:3,look someth fli massiv spreadsheet play graphic inten game well get machin aim segment market,LAPTOP#MISCELLANEOUS,neutral,LAPTOP,MISCELLANEOUS
40:5,durabl pretti rough come electron take reprecut yet,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
164:4,enough ram run smoothli enough memori satisfi need,MEMORY#DESIGN_FEATURES,positive,MEMORY,DESIGN_FEATURES
85:10,love appl quick easi use,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
31:11,time worth anyth tire reboot reformat reinstal tri find driver want comput work chang make chang comput,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
220:3,overal feel netbook poor qualiti poor perform although great batteri life work,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
1:10,definit recommend,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00FU83YWS_144_A2V66HFJ93O4SH:4,also tri download larg file like video start normal download around kb sec cour coupl minut slow waaaaaay around kb sec make download coupl minut sever hour make worthless,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
320:1,laptop bad first day use bring back store return money,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
22:0,goodi insid machin valu,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
377:0,everyth comput easi use,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
376:3,thank great product,COMPANY#GENERAL,positive,COMPANY,GENERAL
154:8,vista unabl instal uninstal program,OS#GENERAL,negative,OS,GENERAL
155:0,stop boot less week one year warranti,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
273:8,excit learn power machin offer encourag other,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KB3MXH4_10_A32154TIUMUEBZ:0,great labtop,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00FU83YWS_201_A14L9PF5EWEZUN:4,run somewhat modern game like skyrim fallout new vega issu,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
264:2,without big ol clunki machin backpack feel like program homework anywher,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
B00FU83YWS_216_A1GXCL1890WK2K:5,also touchpad almost sticki kind defeat purpos touchpad,MOUSE#USABILITY,negative,MOUSE,USABILITY
269:5,size actual help quit bit abl fit alreadi full backpack use restur food tabl alway space consum,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
124:5,usb port nice two side work,PORTS#QUALITY,negative,PORTS,QUALITY
B0096VDM8G_65_A1AQ8JT2A3UWMY:3,love color accuraci,DISPLAY#QUALITY,positive,DISPLAY,QUALITY
124:5,usb port nice two side work,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
121:1,actual hard drive replac twice mother board dvd drive twice final agre replac less year get anoth hp compaq piec crap,OPTICAL_DRIVES#QUALITY,negative,OPTICAL_DRIVES,QUALITY
B00KMRGF28_218_A1N9RU7NH4O21I:4,sure get bad egg instead get replac decid tri differ one,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
168:6,use tutor busi sinc alway bounc student student ideal portabl batteri life ye get hour advertis,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
317:5,recommend laptop everyon know buy one,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
196:5,small enough take pretti much anywher still big enough screen get everyth do,DISPLAY#DESIGN_FEATURES,positive,DISPLAY,DESIGN_FEATURES
B0096VDM8G_8_A1BMRP4BO8IV13:1,resolut gorgeou comput light everyth need interfac pretti intuit,OS#USABILITY,positive,OS,USABILITY
351:0,littl short ram get pay,MEMORY#DESIGN_FEATURES,neutral,MEMORY,DESIGN_FEATURES
B00FU83YWS_12_A35C5C6W0TIZA8:10,clunki heavi pain start shut,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
B00KMRGF28_162_A2A9UX1U9D816V:1,turn take batteri might work sure bad batteri comput,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
166:13,howev love particular mac fast great size fantast featur like light keyboard easi mous pad,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B00KB3MXH4_16_A159MX2ZLCCFU2:5,touch screen respon fast pick bluetooth wifi fast,LAPTOP#CONNECTIVITY,positive,LAPTOP,CONNECTIVITY
43:1,build qualiti perform everyth sub par would expect appl,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
B00FU83YWS_36_A21F9QHZIQH13I:4,batteri life averag charg quickli,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
86:1,easi use keyboard easili accommod larg hand weight fanta,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
149:3,can not believ hp put,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
273:3,lead backlit display make pictur pop much,DISPLAY#DESIGN_FEATURES,positive,DISPLAY,DESIGN_FEATURES
B00KMRGF28_248_ALFFLXZLA8653:0,often would find abl stay connect internet,LAPTOP#CONNECTIVITY,negative,LAPTOP,CONNECTIVITY
303:6,use need,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
134:6,instead sit west verginia wait up take two day send box two day ship comput mile air louisvil ky,SHIPPING#QUALITY,negative,SHIPPING,QUALITY
269:8,overal would recomend anybodi tell want burn music play video game buy cd drive,LAPTOP#MISCELLANEOUS,neutral,LAPTOP,MISCELLANEOUS
B00AH4A950_15_A7XMOAALJQNFP:2,perfect size,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B0096VDM8G_65_A1AQ8JT2A3UWMY:6,loud fan watch k video youtub,FANS_COOLING#QUALITY,negative,FANS_COOLING,QUALITY
160:3,extrem portabl easili connect wifi librari elsewher,LAPTOP#CONNECTIVITY,positive,LAPTOP,CONNECTIVITY
171:6,laptop suppos,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
52:9,burn thigh put perman mark skin happen month ago offer itouch gig know bit insul compani rich offer loyal custom like bottom product line gift event like,COMPANY#GENERAL,negative,COMPANY,GENERAL
B00FU83YWS_35_A2OBBREWRCQJX:1,big screen expect laptop desktop design realli nice use type usag includ program edit,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
47:3,simpli amaz comput,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KB3MXH4_16_A159MX2ZLCCFU2:7,exactli like pictur satisfi,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
329:6,come fulli load good,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B0096VDM8G_85_A333WUOS73QYJ6:1,build perfect screen fantast bit problem fact buy adaptor nearli everyth vga cabl ethernet cabl almost perfect,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
247:0,surpris perform qualiti hp laptop,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
278:0,take netbook vacat trip abl whatev want without lug much heavy laptop,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
269:1,bad boy main thing netbook dese surf web boy boy ever,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00FU83YWS_201_A14L9PF5EWEZUN:1,realli noth neg say,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00D7Z84OY_46_A1P70MSK0HHO7K:0,hp envi everyth expect,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00FU83YWS_200_A2P9XOT1E1YQZ0:1,quit plea,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
168:8,asu do outstand job evolv netbook would recommend anyon understand need netbook fit,COMPANY#GENERAL,positive,COMPANY,GENERAL
B00FU83YWS_141_A3Q6JY8ZJAVPCW:1,love key layout build mous pad work well properli size,KEYBOARD#DESIGN_FEATURES,positive,KEYBOARD,DESIGN_FEATURES
B0096VDM8G_47_ADVH60401PIPV:0,outstand laptop well build,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
97:13,probabl never buy hp,COMPANY#GENERAL,negative,COMPANY,GENERAL
B00D7Z84OY_2_A1QJVGE8L3RA69:2,would highli recommend comput fast,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
59:2,month charger stop work forc go buy new hardwar keep comput run,POWER_SUPPLY#OPERATION_PERFORMANCE,negative,POWER_SUPPLY,OPERATION_PERFORMANCE
89:4,aspir will not even boot past acer screen droid tri motorola htc plug usb port,LAPTOP#CONNECTIVITY,negative,LAPTOP,CONNECTIVITY
50:3,screen go dark darker darker,DISPLAY#OPERATION_PERFORMANCE,negative,DISPLAY,OPERATION_PERFORMANCE
1:5,mous littl bit differ use though one big flat panel one full bar instead two separ one click get use quit quickli,MOUSE#DESIGN_FEATURES,neutral,MOUSE,DESIGN_FEATURES
112:1,tri go back xl still problem,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
B00D7Z84OY_18_A293J8GU1DRRJ5:1,incred fast ram make proper sever game maximum qualiti,MEMORY#DESIGN_FEATURES,positive,MEMORY,DESIGN_FEATURES
44:0,great batteri life,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
366:9,love lap top wish silver black,LAPTOP#DESIGN_FEATURES,neutral,LAPTOP,DESIGN_FEATURES
39:5,sinc comput use trackpad nice smooth,MOUSE#OPERATION_PERFORMANCE,positive,MOUSE,OPERATION_PERFORMANCE
149:5,return mine,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
130:1,month connect qualiti get wor wor,LAPTOP#CONNECTIVITY,negative,LAPTOP,CONNECTIVITY
143:1,think pay qualiti decis buy appl product,COMPANY#GENERAL,negative,COMPANY,GENERAL
366:12,would pay,LAPTOP#PRICE,positive,LAPTOP,PRICE
41:1,macbook pro portabl durabl capabl,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
B0096VDM8G_85_A333WUOS73QYJ6:0,star option would give,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
286:0,buy mom report batteri life last day lightweight respon comput internet focus activ mail research etc excel,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
246:6,everyth mac wonder take littl use learn get use new system learn fast worth,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_143_A2F0D5EV8ZOK44:2,price great wish window opinion,LAPTOP#PRICE,positive,LAPTOP,PRICE
B00AH4A950_17_A2TWJVVUH3GN61:1,start time take forev everyth run slowli,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
327:0,would like volum button rather adjust front,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
230:17,anoth year later comput thing,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
115:1,comput good product repair depot stink,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
332:3,buy anoth toshiba second happi w either,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00KMRGF28_335_A1FNSDXR0J2ITC:2,reason give star feel reach far type key board,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B0096VDM8G_32_ARJBI2V6ET8A4:3,display vibrant clear keyboard well design pleasant type,KEYBOARD#DESIGN_FEATURES,positive,KEYBOARD,DESIGN_FEATURES
96:3,buy gateway comput junk warranti compani horribl,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
B00AH4A950_14_A3ODX2HCMPBUCA:2,avoid acer,COMPANY#GENERAL,negative,COMPANY,GENERAL
B00KMRGF28_200_A1SHTXCLHRR3TT:1,hate window love,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_112_AG0H7UG6OX2GU:3,fast light,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B0096VDM8G_50_AIKQH7ZLIRYNH:1,complain comput,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_79_A2BQP7V50CE1BM:0,pc work well good batteri power cabl web cam,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
155:4,toshiba acknowledg problem,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
177:3,happi,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
286:2,overal build qualiti unit excel recommend anyon el look netbook,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
34:1,hate one,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
101:1,gener call slow,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
7:2,hate,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
101:5,begin say disappoint,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B0096VDM8G_74_A3JYJCVU8D2L54:0,love comput,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
85:9,ye think expe littl much realiz get pay,LAPTOP#PRICE,neutral,LAPTOP,PRICE
394:6,screen bright keyboard nice,KEYBOARD#GENERAL,positive,KEYBOARD,GENERAL
303:5,program esay use quick process comput work like charm,SOFTWARE#OPERATION_PERFORMANCE,positive,SOFTWARE,OPERATION_PERFORMANCE
259:3,especi appreci fact almost zero virus spywar problem,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
B00KMRGF28_374_AS24VWQPFK1HB:9,last hour normal use,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
189:4,friend awe everi time come,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
165:3,laptop fast liter learn dynamo watch onlin tutori,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
70:4,say enough good,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
6:15,mac go trust friend adversari,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00FU83YWS_213_A3BFZ9CMLQWKV9:0,love new thinkpad,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
